Penn,39.949649,-75.1956030
Harvard,42.3728980,-71.1214870
Yale,41.3117940,-72.927953
Cornell,42.4569660,-76.4694010
Princeton,40.341748,-74.6543880
Dartmouth,41.6191240,-70.9987340
Columbia,40.8079640,-73.9630150
Brown,41.8247970,-71.3996610
